ROI_ID;as_code;ring
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4270000000Y2950000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4270000000Y2940000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4270000000Y2930000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4270000000Y2920000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4270000000Y2910000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4270000000Y2900000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4260000000Y2900000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4250000000Y2900000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4240000000Y2900000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4230000000Y2900000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4220000000Y2900000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4210000000Y2900000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4200000000Y2900000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4190000000Y2900000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4180000000Y2900000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4170000000Y2900000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4160000000Y2900000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4150000000Y2900000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4140000000Y2900000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4130000000Y2900000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4120000000Y2900000000Z0;8
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y2890000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y2900000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y2910000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y2920000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y2930000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y2940000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y2950000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y2960000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y2970000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y2980000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y2990000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y3000000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y3010000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y3020000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y3030000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y3040000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y3050000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y3060000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y3070000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4110000000Y3070000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4120000000Y3070000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4130000000Y3070000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4140000000Y3070000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4150000000Y3070000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4160000000Y3070000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4170000000Y3070000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4180000000Y3070000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4190000000Y3070000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4200000000Y3070000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4210000000Y3070000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4220000000Y3070000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4230000000Y3070000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4240000000Y3070000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4250000000Y3070000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4260000000Y3070000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4270000000Y3070000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y3070000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y3060000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y3050000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y3040000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y3030000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y3020000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y3010000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y3000000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y2990000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y2980000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y2970000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y2960000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y2950000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y2940000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y2930000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y2920000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y2910000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y2900000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y2890000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4270000000Y2890000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4260000000Y2890000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4250000000Y2890000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4240000000Y2890000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4230000000Y2890000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4220000000Y2890000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4210000000Y2890000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4200000000Y2890000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4190000000Y2890000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4180000000Y2890000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4170000000Y2890000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4160000000Y2890000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4150000000Y2890000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4140000000Y2890000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4130000000Y2890000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4120000000Y2890000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4110000000Y2890000000Z0;9
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y2880000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y2890000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y2900000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y2910000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y2920000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y2930000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y2940000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y2950000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y2960000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y2970000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y2980000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y2990000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y3000000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y3010000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y3020000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y3030000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y3040000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y3050000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y3060000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y3070000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4090000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4110000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4120000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4130000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4140000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4150000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4160000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4170000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4180000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4190000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4200000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4210000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4220000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4230000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4240000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4250000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4260000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4270000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y3080000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y3070000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y3060000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y3050000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y3040000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y3030000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y3020000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y3010000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y3000000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y2990000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y2980000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y2970000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y2960000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y2950000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y2940000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y2930000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y2920000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y2910000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y2900000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y2890000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4290000000Y2880000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4280000000Y2880000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4270000000Y2880000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4260000000Y2880000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4250000000Y2880000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4240000000Y2880000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4230000000Y2880000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4220000000Y2880000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4210000000Y2880000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4200000000Y2880000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4190000000Y2880000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4180000000Y2880000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4170000000Y2880000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4160000000Y2880000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4150000000Y2880000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4140000000Y2880000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4130000000Y2880000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4120000000Y2880000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4110000000Y2880000000Z0;10
ROI_20251217T164700217021Z_I3LXJR7QENDK;TGB101_10kmX4100000000Y2880000000Z0;10
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4190000000Y2990000000Z0;0
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4180000000Y2980000000Z0;1
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4180000000Y2990000000Z0;1
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4180000000Y3000000000Z0;1
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4190000000Y3000000000Z0;1
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4200000000Y3000000000Z0;1
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4200000000Y2990000000Z0;1
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4200000000Y2980000000Z0;1
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4190000000Y2980000000Z0;1
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4170000000Y2970000000Z0;2
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4170000000Y2980000000Z0;2
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4170000000Y2990000000Z0;2
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4170000000Y3000000000Z0;2
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4170000000Y3010000000Z0;2
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4180000000Y3010000000Z0;2
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4190000000Y3010000000Z0;2
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4200000000Y3010000000Z0;2
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4210000000Y3010000000Z0;2
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4210000000Y3000000000Z0;2
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4210000000Y2990000000Z0;2
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4210000000Y2980000000Z0;2
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4210000000Y2970000000Z0;2
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4200000000Y2970000000Z0;2
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4190000000Y2970000000Z0;2
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4180000000Y2970000000Z0;2
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4160000000Y2960000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4160000000Y2970000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4160000000Y2980000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4160000000Y2990000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4160000000Y3000000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4160000000Y3010000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4160000000Y3020000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4170000000Y3020000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4180000000Y3020000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4190000000Y3020000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4200000000Y3020000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4210000000Y3020000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4220000000Y3020000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4220000000Y3010000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4220000000Y3000000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4220000000Y2990000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4220000000Y2980000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4220000000Y2970000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4220000000Y2960000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4210000000Y2960000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4200000000Y2960000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4190000000Y2960000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4180000000Y2960000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4170000000Y2960000000Z0;3
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4150000000Y2950000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4150000000Y2960000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4150000000Y2970000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4150000000Y2980000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4150000000Y2990000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4150000000Y3000000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4150000000Y3010000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4150000000Y3020000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4150000000Y3030000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4160000000Y3030000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4170000000Y3030000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4180000000Y3030000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4190000000Y3030000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4200000000Y3030000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4210000000Y3030000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4220000000Y3030000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4230000000Y3030000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4230000000Y3020000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4230000000Y3010000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4230000000Y3000000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4230000000Y2990000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4230000000Y2980000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4230000000Y2970000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4230000000Y2960000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4230000000Y2950000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4220000000Y2950000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4210000000Y2950000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4200000000Y2950000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4190000000Y2950000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4180000000Y2950000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4170000000Y2950000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4160000000Y2950000000Z0;4
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4140000000Y2940000000Z0;5
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4140000000Y2950000000Z0;5
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4140000000Y2960000000Z0;5
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4140000000Y2970000000Z0;5
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4140000000Y2980000000Z0;5
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4140000000Y2990000000Z0;5
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4140000000Y3000000000Z0;5
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4140000000Y3010000000Z0;5
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4140000000Y3020000000Z0;5
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4140000000Y3030000000Z0;5
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4140000000Y3040000000Z0;5
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4150000000Y3040000000Z0;5
ROI_20251217T164700217765Z_GAIDGLA3DJGE;TGB101_10kmX4160000000Y3040000000Z0;5
